transaction_id,user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
TXN01520,U01520,23,Female,3.01,2.5,1.89,4.31,8.52,232,71,5.46,Low,Yes,,0
TXN01521,U01521,31,Male,3.78,2.43,0.94,2.68,7.78,196,157,4.39,Low,No,Mild,0
TXN01522,U01522,34,Other,10.26,5.06,2.4,0.71,3.0,121,104,11.75,Medium,Yes,Moderate,1
TXN01523,U01523,20,Male,11.67,3.21,5.58,3.97,6.25,320,157,13.51,Medium,No,Severe,1
TXN01524,U01524,28,Other,6.98,1.94,1.38,5.89,8.04,231,79,7.83,Low,Yes,Mild,0
TXN01525,U01525,27,Male,5.28,1.35,3.04,4.19,7.03,94,201,7.93,Low,No,Mild,0
TXN01526,U01526,30,Male,4.65,5.39,5.57,2.36,4.57,102,164,5.76,High,No,Moderate,1
TXN01527,U01527,21,Male,7.78,1.99,4.33,3.2,3.37,150,66,9.49,Medium,Yes,Moderate,1
TXN01528,U01528,35,Other,5.92,0.57,2.64,1.71,6.23,122,29,7.69,Medium,No,,0
TXN01529,U01529,33,Female,8.91,2.62,2.86,2.02,5.04,182,146,10.04,Low,Yes,Moderate,1
TXN01530,U01530,20,Other,6.85,4.46,2.69,3.61,6.23,212,174,8.42,Low,Yes,Severe,1
TXN01531,U01531,24,Female,8.32,2.98,3.59,4.93,3.17,295,65,10.85,Low,No,Moderate,1
TXN01532,U01532,23,Other,9.0,0.89,5.07,3.23,3.51,259,87,9.87,Low,Yes,Moderate,1
TXN01533,U01533,31,Male,11.15,3.91,3.45,3.62,4.94,99,209,14.04,Medium,Yes,Moderate,1
TXN01534,U01534,31,Female,7.41,3.16,1.92,3.81,6.37,123,177,9.54,High,Yes,Moderate,1
TXN01535,U01535,34,Male,7.81,3.11,2.98,2.44,7.48,108,201,10.02,High,No,Mild,0
TXN01536,U01536,20,Male,8.67,2.6,2.84,0.67,5.21,275,213,10.76,Low,Yes,Moderate,1
TXN01537,U01537,19,Female,4.43,3.72,2.21,0.63,5.27,261,136,5.61,Medium,No,Mild,0
TXN01538,U01538,18,Female,9.4,0.51,4.08,3.59,3.88,204,229,11.56,Medium,No,Severe,1
TXN01539,U01539,32,Male,8.34,5.58,5.94,0.99,5.77,223,178,9.91,Low,No,Severe,1
TXN01540,U01540,18,Female,6.66,2.44,3.6,3.09,3.87,244,138,9.6,High,No,Mild,0
TXN01541,U01541,32,Other,3.71,5.36,4.66,2.47,4.66,222,147,5.01,Low,No,Severe,1
TXN01542,U01542,18,Other,4.61,2.42,1.45,1.39,5.56,107,149,5.86,Low,No,Mild,0
TXN01543,U01543,35,Other,10.56,4.7,4.85,2.42,3.37,293,201,11.68,Medium,No,Severe,1
TXN01544,U01544,25,Other,5.77,1.92,0.29,5.43,7.25,121,160,8.59,High,Yes,,0
TXN01545,U01545,26,Male,5.48,2.98,0.91,5.35,8.45,87,19,7.29,High,Yes,,0
TXN01546,U01546,19,Male,8.34,3.25,2.11,4.48,6.16,145,212,10.51,High,No,Moderate,1
TXN01547,U01547,23,Female,3.93,0.54,4.38,3.64,4.28,231,84,4.72,Medium,Yes,Mild,0
TXN01548,U01548,27,Male,11.09,3.35,2.37,3.97,6.43,184,151,12.77,High,Yes,Moderate,1
TXN01549,U01549,25,Male,3.09,2.16,2.27,5.17,6.22,36,52,5.4,Low,Yes,,0
TXN01550,U01550,29,Female,3.96,4.78,2.42,5.25,4.4,190,156,5.78,High,No,Moderate,1
TXN01551,U01551,28,Female,8.65,5.12,5.46,3.55,4.84,296,85,11.46,High,Yes,Moderate,1
TXN01552,U01552,29,Male,7.97,1.54,3.58,2.68,4.7,73,97,10.81,High,No,Mild,0
TXN01553,U01553,27,Female,11.01,1.55,3.23,5.63,6.23,98,128,12.0,Medium,No,Moderate,1
TXN01554,U01554,31,Male,4.87,1.09,1.21,4.15,7.71,126,144,7.22,High,No,,0
TXN01555,U01555,35,Other,10.12,5.94,4.2,4.41,6.94,235,136,11.57,High,Yes,Moderate,1
TXN01556,U01556,20,Male,8.82,5.85,3.35,2.07,5.0,138,74,10.08,Medium,Yes,Moderate,1
TXN01557,U01557,35,Female,10.15,5.09,6.19,1.4,5.77,281,161,11.71,Medium,Yes,Severe,1
TXN01558,U01558,23,Male,4.79,1.23,3.98,3.93,5.55,54,19,5.63,Medium,Yes,,0
TXN01559,U01559,18,Male,5.07,1.71,1.81,3.08,4.0,232,71,7.25,Medium,No,Mild,0
TXN01560,U01560,32,Other,10.7,1.28,4.31,3.85,5.48,205,153,13.45,Low,Yes,Severe,1
TXN01561,U01561,29,Male,4.9,0.93,3.61,5.51,7.81,162,81,7.44,Low,Yes,,0
TXN01562,U01562,26,Other,9.45,5.73,2.93,1.2,3.43,142,238,11.97,Low,Yes,Severe,1
TXN01563,U01563,23,Female,11.62,4.14,2.13,0.79,4.58,202,170,14.41,Medium,No,Moderate,1
TXN01564,U01564,33,Other,5.89,1.93,1.22,4.83,6.4,275,86,8.7,Low,No,Mild,0
TXN01565,U01565,35,Female,5.05,5.3,3.36,4.84,5.01,127,151,6.81,Low,Yes,Moderate,1
TXN01566,U01566,19,Female,10.22,3.72,4.35,2.62,6.31,162,130,13.01,High,Yes,Moderate,1
TXN01567,U01567,25,Other,8.64,2.98,5.48,0.92,3.0,158,111,9.35,Low,Yes,Severe,1
TXN01568,U01568,19,Female,5.12,2.41,2.75,2.79,8.63,177,27,7.29,Low,No,,0
TXN01569,U01569,27,Other,9.24,4.89,5.33,3.79,4.49,240,223,11.28,High,No,Moderate,1
TXN01570,U01570,28,Male,9.62,5.44,2.84,1.06,3.0,251,189,11.99,Low,Yes,Severe,1
TXN01571,U01571,23,Male,3.19,5.21,2.2,1.12,3.69,263,147,5.4,Medium,No,Moderate,1
TXN01572,U01572,18,Male,9.23,4.99,3.21,2.09,3.46,349,94,10.49,High,No,Severe,1
TXN01573,U01573,26,Other,7.18,4.92,1.64,2.56,5.97,286,194,9.39,Low,No,Moderate,1
TXN01574,U01574,32,Male,7.47,3.93,5.22,2.68,5.76,143,105,10.34,High,No,Moderate,1
TXN01575,U01575,26,Female,4.66,5.57,4.3,4.87,3.0,216,235,5.54,Medium,Yes,Severe,1
TXN01576,U01576,35,Female,3.75,4.95,2.94,4.1,4.68,165,128,5.73,Low,Yes,Severe,1
TXN01577,U01577,24,Male,3.38,3.75,2.06,4.16,6.32,114,151,4.49,High,Yes,Mild,0
TXN01578,U01578,27,Male,8.98,5.75,1.77,2.57,4.41,156,224,10.77,High,No,Moderate,1
TXN01579,U01579,24,Other,9.51,1.73,3.75,5.18,3.1,236,201,12.14,Low,Yes,Moderate,1
TXN01580,U01580,20,Female,4.59,1.34,3.8,1.45,4.84,211,90,6.37,Low,No,,0
TXN01581,U01581,35,Female,6.75,3.25,3.21,5.41,3.37,239,93,8.58,Medium,Yes,Moderate,1
TXN01582,U01582,27,Male,9.75,5.1,5.09,0.73,3.85,270,218,12.54,Medium,No,Severe,1
TXN01583,U01583,28,Other,7.69,4.77,6.24,4.01,3.37,347,192,10.06,High,Yes,Severe,1
TXN01584,U01584,22,Female,4.96,4.12,2.05,1.28,7.09,297,102,5.91,Low,Yes,Moderate,1
TXN01585,U01585,20,Female,3.41,1.4,1.01,1.69,8.88,92,139,6.25,High,Yes,,0
TXN01586,U01586,32,Other,4.38,4.68,3.95,3.77,5.66,237,199,5.12,Low,Yes,Moderate,1
TXN01587,U01587,35,Male,3.18,1.71,2.53,2.75,7.02,245,83,5.45,Low,Yes,Mild,0
TXN01588,U01588,23,Other,7.85,1.56,2.38,5.3,3.72,216,51,9.17,Low,No,Mild,0
TXN01589,U01589,25,Female,7.95,0.51,2.22,4.29,7.86,270,197,8.88,High,Yes,Mild,0
TXN01590,U01590,30,Other,7.81,2.88,4.89,4.66,7.1,309,123,8.75,High,Yes,Moderate,1
TXN01591,U01591,24,Female,4.93,3.16,4.4,0.96,5.21,84,201,7.84,Medium,Yes,Mild,0
TXN01592,U01592,21,Other,5.23,3.54,3.86,1.1,8.88,68,54,7.39,Low,Yes,,0
TXN01593,U01593,22,Female,3.89,3.47,2.83,5.84,5.27,102,158,6.23,High,Yes,Mild,0
TXN01594,U01594,18,Other,6.65,5.43,3.57,1.02,3.1,283,226,8.96,High,Yes,Moderate,1
TXN01595,U01595,35,Other,7.7,5.21,5.65,1.86,3.0,157,209,9.72,Medium,Yes,Severe,1
TXN01596,U01596,21,Other,6.17,3.76,3.12,3.43,4.81,232,116,7.54,Medium,Yes,Mild,0
TXN01597,U01597,22,Female,9.31,2.57,4.38,5.02,5.3,285,108,11.34,Medium,Yes,Moderate,1
TXN01598,U01598,32,Female,4.84,3.89,2.37,5.4,5.23,103,72,6.85,High,No,,0
TXN01599,U01599,27,Female,10.98,3.69,4.03,2.95,5.72,126,223,12.51,High,No,Moderate,1
TXN01600,U01600,30,Female,7.36,3.59,3.81,3.77,4.28,264,192,8.5,Medium,No,Moderate,1
TXN01601,U01601,20,Female,11.58,1.56,4.03,3.27,4.26,195,183,12.69,Medium,No,Moderate,1
TXN01602,U01602,35,Male,10.28,1.09,3.92,4.77,4.5,192,164,11.57,High,Yes,Severe,1
TXN01603,U01603,28,Other,11.68,1.15,5.15,0.67,4.69,207,75,13.17,Medium,Yes,Moderate,1
TXN01604,U01604,23,Female,5.44,5.08,3.83,1.07,3.1,267,228,7.37,Low,Yes,Severe,1
TXN01605,U01605,27,Male,9.0,3.47,2.55,3.77,5.03,303,92,10.88,Medium,Yes,Moderate,1
TXN01606,U01606,32,Other,10.09,5.53,2.59,1.67,5.16,309,189,12.49,Medium,Yes,Severe,1
TXN01607,U01607,24,Female,3.16,5.83,3.83,2.11,4.61,321,234,4.14,Medium,No,Severe,1
TXN01608,U01608,19,Male,7.52,3.14,3.68,0.61,4.23,175,81,9.06,High,Yes,Mild,0
TXN01609,U01609,24,Female,6.85,5.39,2.89,1.77,6.24,202,154,7.68,High,Yes,Severe,1
TXN01610,U01610,26,Male,8.99,5.75,3.83,5.61,6.58,185,107,10.24,Low,No,Moderate,1
TXN01611,U01611,21,Female,5.91,2.39,2.39,5.3,5.12,128,60,6.87,Low,Yes,,0
TXN01612,U01612,25,Other,4.94,3.99,3.44,2.92,3.83,182,118,6.64,Medium,No,Mild,0
TXN01613,U01613,28,Male,6.35,1.73,3.35,1.44,6.72,299,124,8.19,Medium,Yes,Moderate,1
TXN01614,U01614,22,Male,5.59,4.51,3.27,1.41,5.83,355,242,6.23,High,Yes,Severe,1
TXN01615,U01615,23,Female,11.52,5.62,1.87,4.44,5.03,289,228,12.38,Medium,No,Moderate,1
TXN01616,U01616,26,Male,7.82,3.5,2.59,2.41,4.34,262,147,9.71,Low,Yes,Moderate,1
TXN01617,U01617,29,Female,4.26,5.23,2.01,1.14,5.16,215,159,6.3,Medium,Yes,Moderate,1
TXN01618,U01618,19,Female,7.76,4.0,2.25,3.8,4.86,171,118,8.93,Low,No,Mild,0
TXN01619,U01619,22,Male,5.68,5.31,5.33,5.19,3.43,338,208,6.48,High,No,Severe,1
TXN01620,U01620,26,Male,5.6,5.46,3.21,2.33,4.3,261,97,6.66,Low,Yes,Severe,1
TXN01621,U01621,20,Female,9.2,1.82,4.18,5.55,7.31,199,74,10.98,High,Yes,Moderate,1
TXN01622,U01622,23,Female,7.32,3.11,1.64,5.05,4.86,170,81,8.6,Low,No,Moderate,1
TXN01623,U01623,28,Female,10.49,1.67,3.71,1.75,5.75,325,221,11.12,High,Yes,Severe,1
TXN01624,U01624,33,Female,4.69,2.04,1.53,0.98,6.66,210,111,7.52,High,No,,0
TXN01625,U01625,25,Other,4.89,2.68,2.35,3.67,8.5,181,125,6.04,Medium,Yes,,0
TXN01626,U01626,19,Male,4.01,3.43,2.22,3.14,7.1,156,74,6.59,High,No,,0
TXN01627,U01627,20,Other,7.86,2.75,3.69,5.48,3.67,165,164,9.05,High,No,Moderate,1
TXN01628,U01628,29,Other,6.94,3.59,4.31,5.03,7.7,139,202,9.21,Medium,Yes,Mild,0
TXN01629,U01629,19,Other,4.61,0.89,2.98,3.05,6.92,189,176,7.21,Low,No,,0
TXN01630,U01630,32,Female,11.09,3.04,6.1,4.63,4.48,192,174,13.62,Medium,Yes,Severe,1
TXN01631,U01631,23,Other,7.71,2.65,3.69,0.96,6.17,253,72,8.73,High,No,Moderate,1
TXN01632,U01632,21,Other,9.98,3.68,4.04,5.92,6.65,110,135,12.84,Medium,Yes,Moderate,1
TXN01633,U01633,23,Female,10.5,2.95,3.91,2.54,3.57,310,173,13.31,High,Yes,Moderate,1
TXN01634,U01634,20,Male,8.65,4.11,4.58,3.46,3.0,274,183,11.55,Low,No,Moderate,1
TXN01635,U01635,30,Female,3.18,4.59,2.89,1.83,4.73,127,153,6.08,High,Yes,Severe,1
TXN01636,U01636,22,Male,8.82,2.23,2.09,4.48,3.09,105,200,10.14,High,Yes,Moderate,1
TXN01637,U01637,27,Female,5.95,5.34,2.8,4.43,3.83,107,152,8.78,High,No,Moderate,1
TXN01638,U01638,30,Other,4.26,2.92,0.87,2.42,7.74,122,160,5.37,Medium,Yes,,0
TXN01639,U01639,18,Male,8.64,3.5,5.5,5.87,6.69,200,88,10.06,Medium,No,Moderate,1
TXN01640,U01640,28,Other,10.75,5.01,3.36,3.18,3.0,213,119,11.5,Medium,Yes,Severe,1
TXN01641,U01641,19,Male,8.94,5.11,6.04,3.09,3.0,132,130,10.8,Medium,No,Severe,1
TXN01642,U01642,28,Other,11.23,2.12,4.48,2.58,3.25,142,195,11.92,Low,No,Severe,1
TXN01643,U01643,24,Male,6.01,5.3,4.14,2.15,6.63,100,160,8.92,Low,Yes,Moderate,1
TXN01644,U01644,33,Female,11.82,0.55,2.97,2.81,4.0,344,220,14.5,Medium,No,Severe,1
TXN01645,U01645,21,Female,7.76,3.68,3.97,4.87,7.07,237,170,9.7,Low,No,Moderate,1
TXN01646,U01646,26,Female,9.26,5.23,5.04,3.84,6.44,125,235,10.19,High,No,Severe,1
TXN01647,U01647,28,Male,9.79,2.43,5.82,1.8,5.84,209,227,12.16,Medium,Yes,Severe,1
TXN01648,U01648,32,Male,5.39,1.58,2.57,2.84,6.99,163,45,7.86,Medium,No,,0
TXN01649,U01649,27,Other,11.52,3.75,4.64,5.46,5.18,142,205,13.19,High,No,Moderate,1
TXN01650,U01650,25,Male,4.93,2.06,2.7,0.58,4.83,114,42,6.94,High,Yes,Mild,0
TXN01651,U01651,34,Male,10.43,5.3,6.28,1.52,3.0,159,179,11.59,Low,Yes,Severe,1
TXN01652,U01652,23,Male,10.76,1.78,1.94,0.69,5.84,205,183,11.59,Medium,No,Moderate,1
TXN01653,U01653,19,Other,9.37,3.22,3.97,4.37,3.35,145,105,10.55,Low,Yes,Moderate,1
TXN01654,U01654,33,Other,9.43,2.2,5.42,5.58,3.55,160,204,12.31,Low,No,Moderate,1
TXN01655,U01655,30,Male,11.85,5.26,4.7,1.63,3.0,145,216,14.45,Low,Yes,Severe,1
TXN01656,U01656,26,Other,10.49,4.32,5.09,1.45,3.0,261,249,11.12,Low,No,Severe,1
TXN01657,U01657,31,Other,3.89,2.6,0.2,0.57,6.96,134,58,4.53,Low,Yes,,0
TXN01658,U01658,28,Female,10.01,1.8,5.17,2.78,3.51,236,157,11.0,High,Yes,Moderate,1
TXN01659,U01659,32,Other,7.28,2.22,1.04,3.22,4.31,259,184,10.19,Low,No,Mild,0
TXN01660,U01660,32,Male,3.81,4.64,2.54,2.98,3.0,152,142,5.66,Medium,Yes,Severe,1
TXN01661,U01661,30,Other,7.46,1.52,0.9,5.03,5.12,236,111,9.82,Low,No,Mild,0
TXN01662,U01662,23,Female,7.92,5.96,2.67,5.09,4.15,203,152,9.44,Low,Yes,Severe,1
TXN01663,U01663,22,Other,4.65,1.29,2.59,0.58,6.04,74,165,5.82,Low,Yes,,0
TXN01664,U01664,26,Female,5.75,5.03,5.59,3.11,3.0,282,95,6.77,Low,No,Severe,1
TXN01665,U01665,21,Female,5.02,1.22,2.44,4.08,6.41,131,182,5.58,High,Yes,Mild,0
TXN01666,U01666,29,Female,8.26,2.43,3.13,1.22,3.38,260,93,9.56,High,Yes,Moderate,1
TXN01667,U01667,35,Male,10.93,5.96,5.21,4.53,5.71,351,195,12.07,High,No,Severe,1
TXN01668,U01668,24,Other,7.17,6.0,6.03,3.25,3.31,241,156,7.73,High,Yes,Severe,1
TXN01669,U01669,35,Male,11.79,5.87,2.04,0.68,4.21,306,210,12.62,Medium,No,Moderate,1
TXN01670,U01670,30,Female,8.14,4.49,3.72,5.03,6.92,141,165,10.16,High,Yes,Moderate,1
TXN01671,U01671,25,Female,5.51,1.98,2.55,2.97,7.98,184,80,6.3,High,No,Mild,0
TXN01672,U01672,31,Female,4.69,4.43,1.64,0.86,3.65,280,190,6.91,High,Yes,Moderate,1
TXN01673,U01673,28,Male,3.01,1.64,1.67,0.84,3.78,187,136,4.13,Medium,No,Mild,0
TXN01674,U01674,21,Other,8.51,0.52,3.68,4.72,5.46,113,96,9.64,Medium,Yes,Moderate,1
TXN01675,U01675,20,Female,6.46,4.64,4.11,5.01,3.52,216,116,9.29,High,No,Moderate,1
TXN01676,U01676,18,Male,7.88,4.53,2.8,5.94,7.18,308,205,9.44,Medium,No,Moderate,1
TXN01677,U01677,19,Male,3.21,3.78,4.16,3.74,4.95,111,103,4.8,Low,Yes,Mild,0
TXN01678,U01678,21,Male,7.71,0.97,1.17,3.82,6.61,232,106,9.03,Low,No,Mild,0
TXN01679,U01679,24,Female,8.72,4.93,5.06,0.88,3.02,320,151,9.91,Medium,Yes,Severe,1
TXN01680,U01680,30,Male,11.49,3.84,2.6,3.7,6.07,310,168,13.07,Low,Yes,Moderate,1
TXN01681,U01681,35,Other,4.24,5.35,4.48,4.96,6.08,228,88,6.46,Low,Yes,Moderate,1
TXN01682,U01682,32,Female,8.37,4.72,6.27,1.32,6.11,161,98,10.2,High,Yes,Severe,1
TXN01683,U01683,28,Male,11.14,3.07,5.56,2.47,6.47,230,169,12.04,Low,No,Severe,1
TXN01684,U01684,18,Other,5.65,1.38,0.38,4.74,8.78,161,99,6.42,Low,No,,0
TXN01685,U01685,23,Other,10.08,5.86,3.78,0.6,5.1,353,191,10.87,Low,Yes,Severe,1
TXN01686,U01686,23,Other,4.97,1.95,1.63,0.8,5.08,82,148,5.83,Low,Yes,,0
TXN01687,U01687,23,Male,4.8,5.47,4.67,5.95,4.92,142,179,5.52,Low,No,Severe,1
TXN01688,U01688,33,Other,9.62,2.89,3.7,5.76,5.57,312,156,10.9,High,Yes,Severe,1
TXN01689,U01689,23,Male,11.04,5.88,3.28,1.7,5.75,188,71,11.81,Low,No,Moderate,1
TXN01690,U01690,29,Female,7.49,4.59,4.1,1.63,6.19,215,103,8.64,Medium,No,Moderate,1
TXN01691,U01691,31,Male,7.81,1.4,2.87,1.06,5.96,301,182,9.98,Low,No,Moderate,1
TXN01692,U01692,34,Other,6.53,2.8,4.04,5.64,7.89,255,142,9.41,Low,No,Mild,0
TXN01693,U01693,32,Other,10.95,2.75,3.78,3.31,6.7,292,224,12.18,Medium,Yes,Moderate,1
TXN01694,U01694,19,Male,8.75,2.49,1.75,5.86,3.39,220,142,10.5,Medium,No,Moderate,1
TXN01695,U01695,25,Female,5.82,2.0,0.84,0.8,7.77,244,111,7.69,Low,Yes,,0
TXN01696,U01696,31,Other,10.59,3.83,5.4,1.4,3.26,326,134,11.13,Medium,No,Severe,1
TXN01697,U01697,20,Other,9.9,1.06,4.44,3.21,3.78,230,85,11.73,Medium,Yes,Moderate,1
TXN01698,U01698,31,Other,5.1,1.74,3.51,4.84,5.95,276,168,7.62,High,Yes,Mild,0
TXN01699,U01699,31,Male,7.83,5.96,3.22,5.26,3.0,306,90,10.37,Low,Yes,Moderate,1
TXN01700,U01700,29,Other,5.8,4.11,3.52,4.91,3.0,345,97,6.6,Medium,Yes,Severe,1
TXN01701,U01701,34,Male,6.81,5.03,2.56,1.28,6.11,254,194,8.27,Low,Yes,Moderate,1
TXN01702,U01702,24,Male,3.95,2.96,3.31,3.93,8.61,32,35,4.67,Medium,Yes,,0
TXN01703,U01703,27,Other,11.27,3.11,2.07,1.09,6.0,281,90,13.24,Medium,No,Moderate,1
TXN01704,U01704,21,Other,10.96,4.67,5.14,1.36,7.34,180,222,13.9,Low,No,Moderate,1
TXN01705,U01705,27,Male,10.61,4.0,5.69,2.31,3.74,127,250,11.41,Low,No,Severe,1
TXN01706,U01706,28,Female,7.77,4.38,1.69,5.57,5.41,263,178,9.58,Low,No,Moderate,1
TXN01707,U01707,19,Male,9.44,3.07,5.38,1.08,3.02,266,196,10.22,High,No,Moderate,1
TXN01708,U01708,24,Male,9.09,5.34,3.95,5.93,4.03,215,95,10.93,Medium,No,Moderate,1
TXN01709,U01709,32,Female,10.9,3.58,2.82,5.47,3.0,198,230,11.44,High,No,Severe,1
TXN01710,U01710,34,Male,3.28,1.43,1.03,5.27,5.37,216,49,4.31,Medium,Yes,,0
TXN01711,U01711,30,Female,8.27,4.84,3.14,4.18,4.62,180,181,9.42,High,No,Moderate,1
TXN01712,U01712,32,Male,9.14,2.46,4.15,4.3,3.21,342,183,11.38,Low,Yes,Severe,1
TXN01713,U01713,21,Female,10.55,5.42,4.89,2.64,3.0,92,120,11.54,Low,No,Moderate,1
TXN01714,U01714,24,Male,9.33,4.32,4.08,5.26,5.5,163,203,11.97,High,Yes,Moderate,1
TXN01715,U01715,18,Female,5.71,1.09,1.7,4.95,4.84,23,95,8.36,Low,Yes,,0
TXN01716,U01716,20,Male,6.39,4.46,5.45,4.43,6.55,303,164,7.9,Low,Yes,Severe,1
TXN01717,U01717,27,Male,7.95,1.01,2.9,5.01,6.86,160,192,9.5,Low,No,Moderate,1
TXN01718,U01718,28,Male,7.25,3.53,2.88,4.71,6.79,125,204,9.68,Medium,No,Moderate,1
TXN01719,U01719,22,Male,5.11,2.55,3.05,3.29,5.24,121,79,6.55,High,Yes,Mild,0
TXN01720,U01720,25,Male,9.61,0.6,3.58,2.11,5.51,340,184,12.04,Medium,No,Severe,1
TXN01721,U01721,19,Female,6.22,2.93,0.91,1.62,7.42,173,71,7.62,Medium,No,Mild,0
TXN01722,U01722,19,Other,4.95,3.18,2.03,1.76,3.77,102,153,6.19,Low,No,Mild,0
TXN01723,U01723,32,Male,9.05,2.61,3.05,1.45,3.27,317,190,11.26,Medium,Yes,Severe,1
TXN01724,U01724,35,Female,7.65,2.15,0.98,2.79,4.83,57,154,9.78,Medium,Yes,Mild,0
TXN01725,U01725,20,Male,10.74,4.39,5.37,1.65,5.37,192,186,12.28,Low,No,Moderate,1
TXN01726,U01726,34,Male,6.88,3.27,2.7,0.79,7.73,232,47,9.37,High,No,Mild,0
TXN01727,U01727,19,Male,9.25,4.79,5.51,1.93,3.66,131,224,12.11,High,Yes,Severe,1
TXN01728,U01728,31,Female,9.68,5.76,3.71,5.2,4.03,190,92,10.97,High,No,Severe,1
TXN01729,U01729,19,Other,9.63,3.25,5.13,3.25,4.43,155,105,11.22,Low,Yes,Moderate,1
TXN01730,U01730,26,Other,4.32,1.5,0.84,2.71,8.27,136,67,5.27,High,Yes,,0
TXN01731,U01731,22,Female,7.34,1.09,1.1,3.06,5.37,282,165,8.9,Low,No,Mild,0
TXN01732,U01732,23,Female,3.51,2.12,2.47,3.49,5.01,88,156,5.02,High,Yes,,0
TXN01733,U01733,23,Male,11.46,5.1,5.42,0.54,5.53,296,110,12.43,Low,No,Moderate,1
TXN01734,U01734,26,Female,4.66,2.69,1.98,0.93,6.4,26,33,6.29,Low,Yes,,0
TXN01735,U01735,24,Male,7.01,4.78,5.95,4.27,6.34,199,239,8.01,Low,No,Severe,1
TXN01736,U01736,26,Other,11.25,2.57,2.5,1.12,6.54,130,209,12.45,Medium,No,Moderate,1
TXN01737,U01737,18,Other,7.86,5.77,1.73,2.69,7.08,156,80,8.75,Medium,No,Moderate,1
TXN01738,U01738,25,Male,9.64,1.74,4.25,1.37,5.51,171,228,12.29,Low,Yes,Severe,1
TXN01739,U01739,29,Male,8.87,2.14,5.49,4.99,3.0,337,200,11.17,Medium,No,Severe,1
TXN01740,U01740,32,Female,10.77,3.54,2.81,5.87,5.55,157,224,13.14,High,No,Moderate,1
TXN01741,U01741,18,Other,7.55,3.5,2.01,0.52,7.07,148,145,10.17,Low,Yes,Mild,0
TXN01742,U01742,18,Male,8.99,5.57,4.66,5.13,3.0,136,132,9.96,Low,No,Severe,1
TXN01743,U01743,19,Male,5.52,3.48,3.66,3.72,5.28,60,104,8.41,Low,Yes,,0
TXN01744,U01744,23,Female,5.2,0.87,0.62,2.56,7.43,104,103,7.83,Low,Yes,,0
TXN01745,U01745,27,Male,5.96,4.45,5.19,1.74,4.72,219,206,8.48,Medium,Yes,Moderate,1
TXN01746,U01746,24,Male,10.88,2.12,2.59,5.56,5.56,123,66,13.41,Low,No,Moderate,1
TXN01747,U01747,22,Other,10.48,4.84,5.41,1.0,6.06,139,203,12.93,High,No,Severe,1
TXN01748,U01748,22,Male,11.56,1.15,2.57,3.23,3.79,213,182,12.83,Medium,No,Moderate,1
TXN01749,U01749,18,Female,6.46,3.77,4.27,4.03,6.25,285,154,7.81,Low,Yes,Mild,0
TXN01750,U01750,32,Female,3.68,1.76,2.73,1.78,5.5,163,110,5.36,Low,No,Mild,0
TXN01751,U01751,21,Female,11.08,1.28,2.5,3.91,3.0,332,148,11.65,High,Yes,Severe,1
TXN01752,U01752,22,Male,5.43,1.55,3.62,0.85,6.81,275,124,6.82,Medium,Yes,Mild,0
TXN01753,U01753,22,Female,3.9,4.02,2.8,4.16,3.12,307,178,5.61,High,No,Moderate,1
TXN01754,U01754,32,Other,8.45,1.2,5.17,1.88,3.0,148,218,10.31,High,No,Severe,1
TXN01755,U01755,35,Other,10.12,3.75,5.34,5.83,3.46,263,213,11.85,Medium,No,Severe,1
TXN01756,U01756,24,Female,11.65,5.34,4.63,3.74,7.34,200,155,12.39,High,Yes,Moderate,1
TXN01757,U01757,32,Female,9.45,4.16,5.44,2.01,6.88,175,227,11.21,Medium,Yes,Moderate,1
TXN01758,U01758,31,Female,9.4,3.13,4.02,1.45,5.43,193,191,11.11,High,Yes,Severe,1
TXN01759,U01759,24,Male,10.76,4.01,3.68,2.55,5.64,225,133,12.65,Low,Yes,Severe,1
TXN01760,U01760,21,Other,7.8,2.44,3.98,5.64,5.53,248,116,9.42,High,No,Mild,0
TXN01761,U01761,26,Male,10.93,4.05,1.96,5.7,6.47,152,135,11.65,High,Yes,Moderate,1
TXN01762,U01762,31,Male,6.55,5.07,4.17,1.24,3.89,192,177,9.12,Low,No,Severe,1
TXN01763,U01763,23,Female,3.6,5.1,4.19,0.6,3.94,109,77,5.94,Low,Yes,Moderate,1
TXN01764,U01764,24,Male,7.85,1.48,2.24,5.1,3.32,241,121,9.31,Low,Yes,Moderate,1
TXN01765,U01765,34,Male,4.29,3.17,0.95,2.7,5.5,230,147,6.87,Low,No,Mild,0
TXN01766,U01766,30,Male,5.53,4.4,5.25,2.45,3.0,208,148,7.19,Low,No,Severe,1
TXN01767,U01767,32,Female,10.44,4.12,5.83,4.2,3.03,347,140,12.91,Low,Yes,Severe,1
TXN01768,U01768,20,Male,11.68,2.15,6.15,4.43,3.85,195,163,12.47,High,Yes,Severe,1
TXN01769,U01769,32,Other,7.23,5.42,4.49,3.12,3.99,317,98,8.78,High,Yes,Severe,1
TXN01770,U01770,27,Male,4.62,5.86,4.88,5.34,6.54,211,148,7.27,Low,No,Moderate,1
TXN01771,U01771,33,Female,8.58,3.61,3.09,4.34,3.0,168,163,10.48,Medium,No,Severe,1
